_H:	|batch	|epoch	|trial	$trial_name	$group_name	|phase_no	%minus_cycles	%sse	%ext_rew	%Input_act_m[2:0,0]<2:3,4>	%Input_act_m[2:1,0]	%Input_act_m[2:2,0]	%Input_act_m[2:0,1]	%Input_act_m[2:1,1]	%Input_act_m[2:2,1]	%Input_act_m[2:0,2]	%Input_act_m[2:1,2]	%Input_act_m[2:2,2]	%Input_act_m[2:0,3]	%Input_act_m[2:1,3]	%Input_act_m[2:2,3]	%Hidden_act_m[2:0,0]<2:4,4>	%Hidden_act_m[2:1,0]	%Hidden_act_m[2:2,0]	%Hidden_act_m[2:3,0]	%Hidden_act_m[2:0,1]	%Hidden_act_m[2:1,1]	%Hidden_act_m[2:2,1]	%Hidden_act_m[2:3,1]	%Hidden_act_m[2:0,2]	%Hidden_act_m[2:1,2]	%Hidden_act_m[2:2,2]	%Hidden_act_m[2:3,2]	%Hidden_act_m[2:0,3]	%Hidden_act_m[2:1,3]	%Hidden_act_m[2:2,3]	%Hidden_act_m[2:3,3]	%Output_act_m[2:0,0]<2:3,4>	%Output_act_m[2:1,0]	%Output_act_m[2:2,0]	%Output_act_m[2:0,1]	%Output_act_m[2:1,1]	%Output_act_m[2:2,1]	%Output_act_m[2:0,2]	%Output_act_m[2:1,2]	%Output_act_m[2:2,2]	%Output_act_m[2:0,3]	%Output_act_m[2:1,3]	%Output_act_m[2:2,3]
_D:	0	0	0	"G_H"	""	2	50	6.83236	0	0	0	0	0	0	0	0.95	0	0	0	0	0	2.22927e-05	0.860432	0.863563	0.566208	0.89333	1.48339e-10	0.794503	0.000120535	0.836803	0.000398659	0.934416	0.838758	0.928544	0.000400569	0.00505312	0.00168342	0.949562	0.928222	0.963213	0.630055	1.16043e-05	0.0167661	0.00244602	0	0.000205878	0.95584	0.956344	0.957141
_D:	0	0	1	"H_I"	""	2	50	5.28428	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.000333548	0.850155	0.84762	0.464993	0.911815	1.26337e-05	0.923788	0.0173732	0.0145675	0.13663	0.919582	0.135945	0.889378	0.905775	0	0.00021072	0.930643	0.0373323	0.949245	0.899273	7.4627e-06	0.000265546	0.0286469	0.000131449	0.609177	0.958952	0.941349	0.950105
_D:	0	0	2	"I_D"	""	2	50	7.49264	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.00124062	0.867363	0.836306	0.915209	0.89276	0.737251	0.00819357	5.45609e-08	0.803938	0.00425362	0.769931	0.903101	0.869597	0	0	0.670414	0.936271	0.956614	0.958021	1.41546e-11	0.0011088	0.864787	0.637719	0.000804264	2.15588e-05	0.948156	0.92928	0.930601
_D:	0	0	3	"D_E"	""	2	50	7.71509	0	0	0	0	0.95	0	0	0	0	0	0	0	0	1.48613e-11	0.831776	0.904143	0	0.73489	0.917386	0.693084	0.790164	0.461676	0.847685	0.912943	0	0.0297408	0.913274	0.00585559	7.41695e-05	0.917785	0.000305256	0.0437933	0.935157	0	0.000329514	0.909341	0.874869	0.890784	0.945189	0.934341	0.919823
_D:	0	0	4	"E_F"	""	2	50	5.73652	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0.673124	0.0641106	0.905864	0.754596	0.798435	0.81169	3.77514e-07	0.697105	0.712332	0.933261	0.841897	0.664345	4.16971e-05	0.0397311	0.704538	0.859751	0.939424	0.930154	0.476184	0.000258157	0.859746	0.853017	0	2.85245e-09	0.913767	0.893482	0.942725
_D:	0	0	5	"F_A"	""	2	50	6.33845	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.796312	4.82442e-05	0.00145921	0.91493	2.03454e-08	0.929616	0	0.000221099	0.00108899	0.899286	0.89291	0.0348152	0.850046	0.829684	0.588359	7.63532e-06	0.00269879	0.824069	3.59234e-06	0.917852	0.74485	0.910585	0.877261	0.000340026	0.886797	0.939326	0.181426	0.00554244
_D:	0	0	6	"A_B"	""	2	50	7.23873	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.866608	0.87519	0	0.917614	1.34887e-11	0.882611	0.437793	0.709002	0.688642	0.69524	4.25808e-05	0.855358	0.926584	2.82783e-09	3.68983e-05	0.93845	0	0.926296	0.903289	2.27358e-07	3.89432e-07	0.00203654	0.592173	0.829069	0.944907	0.923134	0.94923
_D:	0	0	7	"B_C"	""	2	50	4.79805	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0.000306121	0.756083	0.790273	0.895664	0.925202	2.36128e-10	0.538117	0	0.705735	7.59219e-05	0.608125	0.866874	0.761593	0	0	0.799805	0.929892	0.949328	0.964644	1.14598e-07	0.00837695	0.679068	0.00479626	1.0403e-06	2.15066e-05	0.908001	0.920017	0.948732
_D:	0	0	8	"C_A"	""	2	50	4.85367	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.0118137	0.914467	0.434017	0.912959	0.852873	0.099946	0.0769103	1.74617e-10	0.878702	0.84203	0.809557	0.78863	0.885641	0	0	0.0404218	0.921088	0.903601	0.922299	1.18505e-08	0.527016	0.805005	0.486096	0	1.98752e-05	0.854013	0.834188	0.914086
_D:	0	0	9	"A_B"	""	2	50	7.27887	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.800923	0.867269	0	0.899696	0.00112784	0.874222	0.722468	0.568818	0.676769	0.53358	4.44114e-06	0.777098	0.931775	0.000103922	0.000433717	0.907337	1.9015e-10	0.881326	0.917543	1.20558e-05	2.50451e-07	0.00202088	0.734919	0.879056	0.924849	0.899461	0.927235
_D:	0	0	10	"B_C"	""	2	50	4.18522	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0.892333	9.4377e-10	0.85618	0.927836	0.874946	0.0711881	0.00367707	0.00103613	1.85737e-05	0.000703425	0.441642	0.892987	0.862772	0	0	0.668872	0.0224138	0.926092	0.955805	0	0.816771	0.796461	0	6.5721e-07	0.710944	0.86176	0.882064	0.00922677
_D:	0	0	11	"C_D"	""	2	50	6.21948	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.00342738	0.908034	1.7442e-05	0.899935	0.000294948	0.87668	4.66441e-05	1.023e-07	0.890765	0.902326	0.832622	0.452868	0.820883	0	0	0.00143903	0.900485	0.924471	0.00576913	0.0247407	0.730273	0.922431	0.925239	5.31765e-11	4.23117e-05	0.81138	0.0170315	0.839194
_D:	0	0	12	"D_E"	""	2	50	6.05488	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0.00111946	7.35766e-06	0.909083	0	0.000112784	0.934061	0.416644	0.905382	8.41056e-05	0.658667	0.791744	0	0.000367137	0.891911	0.806613	0.000158994	0.00880293	0.000378629	1.40224e-07	0.961777	0	4.6866e-05	0.903028	0.92605	0.921256	0.897636	0.895752	0.00984961
_D:	0	0	13	"E_F"	""	2	50	5.36452	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0.0307966	0.000659823	0.871823	0.059376	0.0350094	0.884577	0.0105939	0.026741	0.0147128	0.927712	0.865505	0.00622138	0.000210239	0.875273	0.901716	1.01218e-05	0.941821	0.907207	0.922032	0.0705617	1.62009e-07	0.663989	0	2.30526e-09	3.50445e-07	0.719285	0.919825
_D:	0	0	14	"F_A"	""	2	50	5.64123	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.846348	1.08796e-06	0.630356	0.667098	0.000677614	0.9417	0.00453573	0.000126679	0.192999	0.893541	0.0730454	3.44573e-09	0.000309428	0.918762	0.639346	9.27419e-05	0.00854933	0.000306047	3.11771e-06	0.864031	0.00223171	0.939861	0.82853	0.923928	0.815151	0.907633	0.00544349	0
_D:	0	0	15	"A_B"	""	2	50	6.82004	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.823766	0.774438	0	0.892233	1.31441e-06	0.874723	0.734893	0.496349	0.584075	0.37752	5.14326e-05	0.743276	0.920676	0.000114082	0.0125219	0.901636	6.6192e-08	0.875866	0.909347	2.22298e-05	8.76513e-06	0.000106041	0.565625	0.838949	0.893711	0.86322	0.919457
_D:	0	0	16	"B_C"	""	2	50	3.55643	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0.857423	3.10924e-07	0.835016	0.9297	0.852586	0.0605589	0.0169152	0	0.00209884	0.000128708	0.00374024	0.899926	0.827546	0	0	0.676588	0.0456509	0.917608	0.956411	0	0.840748	0.840063	0	0.00100421	0.195757	0.801236	0.812332	0.0029697
_D:	0	0	17	"C_A"	""	2	50	4.01481	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.513662	0.86694	0.00290964	0.894043	2.77521e-05	0.862413	1.76838e-05	1.67033e-06	0.835722	0.869076	0.0993005	0.67787	0.843295	0	0	0.000158473	0.875838	0.915775	0.53079	2.2827e-08	0.843251	0.948008	0.796083	0.000211939	5.60761e-05	0.806776	0.000410374	0.0269574
_D:	0	0	18	"A_B"	""	2	50	6.59063	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.786027	0.817374	0	0.878441	0.00248601	0.864586	0.714939	0.705329	0.621932	0.181091	1.39669e-05	0.369564	0.925769	0.0133504	0.0517123	0.896936	2.12514e-05	0.825467	0.887594	3.27093e-05	1.22089e-05	5.99687e-05	0.839142	0.738906	0.79358	0.779161	0.911022
_D:	0	0	19	"B_C"	""	2	50	3.63375	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0.00279583	0.0838905	0.849609	0.882832	0.898814	0.00305909	0.63642	0	0.83993	0.00621379	0.0572768	0.844491	0.000116776	0	0	0.90964	0.777169	0.896492	0.956171	0	0.000232422	0.751182	1.34404e-08	0.740864	6.93019e-05	0.000424501	0.572199	0.886278
_D:	0	0	20	"C_J"	""	2	50	4.92904	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.04199	0.887626	1.96253e-06	0.853106	2.73814e-06	0.836918	1.36255e-05	4.01225e-05	0.869477	0.888667	0.795042	0.124612	0.75756	0	0	0.00640528	0.892331	0.903717	0.000608216	0.000830776	0.7345	0.922115	0.908675	2.42648e-05	0.00017835	0.264451	0.00850135	0.748041
_D:	0	0	21	"J_K"	""	2	50	5.55372	0	0	0	0	0	0	0	0	0	0	0.95	0	0	1.15278e-05	0.00762396	0.857982	0.543842	0.860927	0.882206	0.0782609	0	0.889119	0.849321	7.69e-11	0.00213782	0	0.783383	0	0.867713	0.889588	0.0401233	0.902559	8.31087e-07	0	0.907891	0.805733	0.936387	0.20188	0.370366	0.00075568	0.773924
_D:	0	0	22	"K_L"	""	2	50	5.81565	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.878339	0.00217296	0.917479	1.65408e-05	0.865327	0.934882	0.000143891	0	3.97789e-06	0.882017	0.804447	0	6.84273e-10	0.753974	6.32529e-06	4.93964e-07	0.626805	0	0.00963449	0.0388593	0	0.716536	0.869087	0.887359	0.912789	0.875476	0.875771	0
_D:	0	0	23	"L_A"	""	2	50	3.29299	0	0	0	0	0	0	0	0	0	0	0	0	0.95	1.06723e-05	0.908213	0	0.780724	0.793894	0	0.0189277	0	0.799488	0	0.843572	0.4116	6.57561e-07	1.8338e-10	0.109752	0.931566	0.907761	0.937723	0.933405	0.000298166	0.0036621	0.00108328	0.80124	1.09408e-05	3.23937e-05	7.20638e-05	0.079279	0.948913
_D:	0	0	24	"A_B"	""	2	50	3.73363	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.571472	0	0	0.00334367	0.0016767	0.76489	0.860147	0.0863442	0.00865913	0.756697	0.0479205	0.854931	0.887327	0.857848	0.0295851	0.0536196	0.742651	1.85567e-05	0.956399	0.0033263	1.43106e-07	4.23569e-05	0.000355869	0.881985	0.87136	0.675956	0.90821
_D:	0	0	25	"B_C"	""	2	50	3.16242	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0.859645	0	0.777792	0.898585	0.813349	0.00108282	0.0293708	0.0221786	0	9.26946e-09	0.0600141	0.885992	0.773566	0	0	0.732555	0.000114867	0.900657	0.952566	7.3172e-08	0.827666	0.596995	0	0.000245354	0.590982	0.643627	0.739111	0.00189217
_D:	0	0	26	"C_D"	""	2	50	3.04181	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.893561	0.000526875	0.00014292	0.488436	8.02502e-08	0.0713149	0.738272	0.91232	0.00107721	0.877481	0.690394	0	0.748351	4.08092e-05	0.000943321	0	0.000522234	9.46885e-07	0.0437085	0.937652	0.884046	0.776862	0.00830036	0	0.923572	0.0737114	0.896536	0.0577259
_D:	0	0	27	"D_E"	""	2	50	4.97816	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0.0193374	1.08118e-05	0.858588	0	0	0.913638	0.0621717	0.912323	0.0224261	2.62083e-09	0.052048	7.68656e-09	0.637559	0.871692	0.880428	0.0443758	1.45702e-08	0.576772	0.000134878	0.937578	3.9651e-05	2.21089e-06	0.000383699	0.922969	0.878456	0.893843	0.586521	4.01302e-08
_D:	0	0	28	"E_F"	""	2	50	4.78903	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0.000488704	0	0.852234	0	0.00884041	0.812947	0.00403507	0.00208142	0.00502734	0.912758	0.870437	0.0131227	0.000301499	0.883146	0.897456	3.72113e-10	0.935425	0.897983	0.915481	0.439612	1.64819e-07	0.680958	0	1.2271e-09	3.43518e-09	0.0873861	0.897682
_D:	0	0	29	"F_G"	""	2	50	3.22816	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.842621	0.00490496	0.462997	0.516654	0.055595	0.92304	0	0	0.693932	0.834495	0.00157555	1.14236e-05	1.75664e-05	0.850252	0.000170459	0.178335	0.644161	0.00507167	0.0859298	0.0359428	0.00435518	0.944261	0.676193	0.902327	0.812987	0.668168	2.90706e-06	0.000620156
_D:	0	0	30	"G_H"	""	2	50	5.23492	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0.757586	0	0.191636	1.92614e-05	0	1.79877e-05	0.000416688	0.906643	0.000579669	0.00835664	0.912183	0.781218	0.893467	2.38448e-05	0.902705	0	0	0.902199	3.55659e-06	0.920713	0.886668	0	4.94588e-06	0	0.899167	0.511954	0.846445	0.000186541
_D:	0	0	31	"H_I"	""	2	50	3.28628	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.81406	2.49467e-05	0.0274548	0.00808888	0.743843	1.07327e-05	0.919657	0.87353	0	0.00181597	0.860654	0.00201191	0.0904841	0.898996	0.000238567	0.00614114	6.4449e-06	0	0.61195	0.929949	0.00824559	0.000296942	0	0.000278163	0.935856	0.789065	0.83469	0.853032
_D:	0	0	32	"I_A"	""	2	50	4.7289	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.703713	2.08907e-06	0.314129	0.910194	0	0.737754	0	0.000123463	0.121817	0	0	0.911437	0.848729	0	0	0.704264	0.00193953	0.936367	0.91532	1.8117e-06	0.879308	0.904088	0.00371986	0.0287254	0.0206762	0.653929	0.00154413	1.01299e-06
_D:	0	0	33	"A_B"	""	2	50	3.51114	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.871983	0.000548806	0	0.0137149	0.0895062	0.631984	4.38787e-06	0.848101	0.288395	0.000194178	0.347825	0.698955	0.886485	0.836185	0.194049	0.86903	0.835823	0.0726612	0.892979	9.22469e-05	0.000239946	0.000645996	0.716198	0	0.784497	2.73786e-09	0.91112
_D:	0	0	34	"B_C"	""	2	50	3.58389	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0.000240304	0.777941	0.688952	0.554695	0.886736	0	0.696441	0	0.000627982	0.00108287	0.791946	0.8152	4.25916e-09	0	0	0.886611	0.889056	0.79077	0.950394	4.18883e-05	0.000145594	0.000323839	0.780181	0.0175033	5.65376e-07	0.000413049	0.857124	0.908192
_D:	0	0	35	"C_J"	""	2	50	3.29588	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.433579	0.857731	6.38315e-07	0.736467	6.23997e-07	0.848251	0.000204649	6.01082e-06	0.805297	0.873938	0.134655	0.0332647	0.718711	0	0	0	0.837507	0.740964	0.00056586	5.64733e-08	0.673106	0.937993	0.844115	0.0798063	9.58587e-05	0.546381	0.00320609	0.0190323
_D:	0	0	36	"J_K"	""	2	50	5.04711	0	0	0	0	0	0	0	0	0	0	0.95	0	0	3.11286e-06	0.00112315	0.844667	0.0464071	0.835517	0.82411	0.211413	0	0.88353	0.818252	0	4.81052e-05	0	0.750806	0	0.8544	0.879147	2.08307e-05	0.868563	0.00286886	0	0.816108	0.651079	0.934187	0.321571	0.0716734	0.00555525	0.753822
_D:	0	0	37	"K_L"	""	2	50	5.19765	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.875075	2.82744e-05	0.903135	5.27881e-05	0.821488	0.926937	0.00492052	4.57078e-08	8.32106e-09	0.841567	0.679423	0	0	0.380112	0.00301959	8.52384e-07	0.087244	0	0.0170528	0.000245578	0	0.755142	0.859655	0.854437	0.856816	0.800228	0.885349	0
_D:	0	0	38	"L_A"	""	2	50	2.54037	0	0	0	0	0	0	0	0	0	0	0	0	0.95	3.24718e-06	0.884587	0	0.651891	0.829936	0	0.0606345	0	0.845305	0	0.113283	0.138883	2.89497e-05	0.00133342	0.498893	0.923173	0.878777	0.908907	0.917455	7.45817e-05	6.47263e-05	0.0327878	0.0086751	0.284805	0	0.00127637	0.000142049	0.934095
_D:	0	0	39	"A_B"	""	2	50	3.14715	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.854756	0	0	0.00031112	0.0186792	0.650588	0.0018024	0.761405	0.120573	0.00721344	0.531794	0.76858	0.864243	0.835499	0.0420561	0.76991	0.84823	0.0398534	0.898589	0.000967897	2.45778e-05	0.000560893	0.519202	0	0.847659	2.8816e-06	0.871106
_D:	0	0	40	"B_C"	""	2	50	1.7048	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0.00172158	0.0120555	0.802702	0.695732	0.889707	0	0.807285	1.86999e-09	1.62975e-06	1.78565e-08	0.177218	0.793466	2.01463e-06	0	0	0.854795	0.490665	0.600963	0.951952	0.0682454	0.00293673	0.00121219	0.000412587	0.413181	0.000113354	0.0109569	0.84181	0.796866
_D:	0	0	41	"C_J"	""	2	50	4.08935	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.790576	0.00225762	1.01144e-05	0.00238528	6.08295e-06	0.000202532	0.830646	0.916343	0.00117892	0.837708	0.778947	0	0.669857	0.00738076	0.0168197	0	0.000724481	3.12839e-08	0.00248641	0.934266	0.797272	0.0473023	0.0642621	0	0.91895	0.0261049	0.887645	0.453126
_D:	0	0	42	"J_K"	""	2	50	4.85977	0	0	0	0	0	0	0	0	0	0	0.95	0	0	2.04266e-06	0	0.796349	0.0146023	0.690492	0.763822	0.825182	0	0.819058	0.745374	0	9.30179e-05	0	0.842629	0	0.624882	0.799825	6.81529e-07	0.82234	0.798708	0	0.64509	0.172274	0.916444	0.0256502	0.508999	0.0338787	0.676309
_D:	0	0	43	"K_L"	""	2	50	4.63956	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.763455	0.518055	0.885206	6.70164e-05	0.797204	0.908086	0.00280693	0	0	0.833243	0.755404	0	0	0.0395685	0.000332594	2.0701e-05	0.692295	0	0.0190872	0	1.55831e-09	0.508386	0.893646	0.572193	0.617042	0.760969	0.903331	0
_D:	0	0	44	"L_J"	""	2	50	4.8577	0	0	0	0	0	0	0	0	0	0	0	0	0.95	9.7137e-06	0.901139	0	0.603242	0.709514	0	0.00286814	0	0.705005	0	0.828318	0.254057	1.21828e-07	0	0.282822	0.917146	0.877322	0.898177	0.886025	4.55245e-05	0.000914274	8.58565e-05	0.791574	6.3894e-05	6.6383e-05	4.09513e-06	0.00216397	0.932557
_D:	0	0	45	"J_K"	""	2	50	2.82799	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0.597837	0	0.872143	0.526237	0.705584	0.886106	0.817685	0	0.611469	0.413071	0	0.00447437	0	0.245058	0	0.000673141	0.00187911	7.10664e-10	0.779332	0.404368	1.94947e-11	0.894811	0.158702	0.879669	8.11329e-05	0.803821	0.872168	0.000446383
_D:	0	0	46	"K_L"	""	2	50	4.889	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.678805	0.255128	0.872303	7.54208e-08	0.807104	0.871426	0.00444774	3.99959e-06	0	0.639526	0.727011	2.90232e-08	5.86803e-09	0.665026	0.00553505	0.000527638	0.608119	0	0.0180606	0.00578226	7.24946e-07	0.00748343	0.829065	0.798674	0.857967	0.849254	0.858269	8.27119e-08
_D:	0	0	47	"L_G"	""	2	50	3.80515	0	0	0	0	0	0	0	0	0	0	0	0	0.95	7.54198e-05	0.872149	0	0.523802	0.739917	0	0.0279771	0	0.733741	0	0.417878	0.337041	0.00855077	1.43927e-08	0.313676	0.914744	0.859856	0.899015	0.895265	0.000411227	0.00516861	0.0104326	0.232598	0.00385864	7.73097e-06	0.0127328	0.000377812	0.931216
_D:	0	0	48	"G_H"	""	2	50	4.68442	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0.376034	0	0.0907805	2.4097e-05	0	0	3.11491e-07	0.906009	0.00392243	0.0381393	0.900095	0.770877	0.862683	0	0.894951	0	0	0.907607	0	0.912602	0.868349	0	0.00398915	9.91531e-10	0.862044	0.057246	0.728477	0.000392363
_D:	0	0	49	"H_I"	""	2	50	2.14853	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.834608	0	9.68763e-05	0.10581	2.36971e-06	7.10581e-05	0.867519	0.88842	0	0.000188899	0.772149	0.00966072	0.335508	0.885108	0.000718531	0	0	0	0.0686742	0.930759	0.289089	0.00101951	0	2.56902e-05	0.9321	0.816912	0.557471	0.551454
_D:	0	0	50	"I_A"	""	2	50	4.1133	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.708694	0	0.0988609	0.898134	0	0.517873	0	0.0144116	0.0498771	0	0	0.913307	0.833139	0	0	0.72577	7.01392e-10	0.921494	0.891444	1.43593e-05	0.872748	0.841305	4.20024e-06	0	0.145437	0.340377	1.14959e-07	0
_D:	0	0	51	"A_B"	""	2	50	2.8337	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.863271	0	0	1.89902e-05	0.0160081	0.321008	0.00119612	0.735435	0.111397	0.00548967	0.613498	0.78354	0.834384	0.820576	0.0806194	0.753316	0.850807	0.000110945	0.769623	0.00196671	2.15356e-06	0.00780218	0.593593	0	0.826916	1.01127e-07	0.798596
_D:	0	0	52	"B_C"	""	2	50	1.73062	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0.00104814	0.000405525	0.539515	0.53596	0.859315	0	0.864818	0.00995	0	0.00117402	0.605747	0.748123	1.40777e-06	0	0	0.815513	0.455649	0.324013	0.932425	0.531918	0.00950867	0.000497087	0.187061	0.00394265	0.000225893	0.0102833	0.83134	0.869804
_D:	0	0	53	"C_A"	""	2	50	2.07741	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.685664	0.869664	0	0.000438584	0.0532712	0.0302415	0.802287	0.000120839	0.786662	0.84466	0.0023769	0	0.437548	8.00703e-06	0	0	0.774136	7.22807e-08	0.0251292	0.265455	0.00076728	0.842907	0.0212941	4.75695e-06	0.000117944	0.622558	0.538322	0.830389
_D:	0	0	54	"A_B"	""	2	50	2.6982	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.900921	0	0	1.49813e-05	0.000558053	0	1.26383e-05	0.546646	0.631233	0.742436	0.818986	0.721871	0.000278089	0.00828926	0.820754	0.893586	0.900231	0.649391	0.000171521	0.346234	0.000103153	0.841691	0	1.50895e-06	0.000364415	5.449e-06	0.877244
_D:	0	0	55	"B_C"	""	2	50	1.96608	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0.774505	0	0.868791	0.824265	0.858242	0.0113056	0.756759	0.00334943	0	1.01252e-09	0	0.630833	6.86012e-05	0	0	0.00317727	4.56848e-06	0.000690273	0.923202	0.00134276	0.334578	0.509666	1.73077e-10	0.613222	0.0220503	0.772038	0.856878	0.000854466
_D:	0	0	56	"C_J"	""	2	50	3.19199	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.883184	0.049783	1.18679e-05	0.318181	2.56334e-07	0.600866	0.438867	0.866123	0.0451653	0.799372	0.00770598	0	0.733095	0.00673791	0.00130425	0	0.00586413	5.76157e-06	9.69267e-05	0.711266	0.759456	0.807783	0.0178797	0	0.879832	0.473901	0.637114	0.00034016
_D:	0	0	57	"J_K"	""	2	50	3.99771	0	0	0	0	0	0	0	0	0	0	0.95	0	0	1.20642e-07	0	0.724905	0.00320476	0.0113869	0.838532	0.686299	0	0.79887	0.822755	3.31112e-06	2.17794e-05	0	0.841841	9.41874e-07	0.222586	0.68344	0	0.0478119	0.861114	0	0.725418	0.655947	0.913264	0.117977	0.00788256	0.000725056	0.203138
_D:	0	0	58	"K_L"	""	2	50	3.03285	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.000232101	0.838485	0.778236	6.36092e-09	0.8426	0.0280567	0.409544	0	0	0.81374	0.849617	6.31165e-07	0	1.35611e-09	6.39685e-06	0.751672	0.885638	0	0.853172	0.00156181	6.51604e-08	2.60198e-07	0.885764	0.00724071	0.0201695	0.000342745	0.857913	0.8853
_D:	0	0	59	"L_G"	""	2	50	2.60883	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.000144735	0.726999	0	0.672128	0.0196398	2.94823e-05	0.73766	1.75738e-07	0.0254161	0	0.813236	0.00639898	4.37408e-06	0.00341531	0.861512	0.866803	0.00248117	0.817336	0.644886	0.8443	0.000445042	0.000297566	0.832354	0.00396613	0	0.00167261	0.00481788	0.90115
_D:	0	0	60	"G_H"	""	2	50	3.5886	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0.00760765	0	0.693858	0	0	0.00213918	0	0.87659	0.294443	0.000342604	0.853512	0.481695	0.776611	1.02655e-06	0.898863	0	5.82352e-08	0.871122	1.18021e-08	0.88208	0.678169	5.28177e-07	0.0223802	0.344834	0.745961	0.00181536	0.778502	6.46804e-08
_D:	0	0	61	"H_I"	""	2	50	2.89024	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.825966	0	0.560092	0.00181692	5.34412e-07	0.68309	0.841611	0.871204	0	1.22639e-07	0.195025	0.000106273	0.000843118	0.903572	0.229404	2.15052e-10	0	0	0.000974146	0.917841	0.000479965	0.00164724	0.00150675	0.854586	0.926663	0.855461	0.765295	6.78903e-06
_D:	0	0	62	"I_J"	""	2	50	3.44045	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.0356643	2.49524e-07	0.400415	0.882115	0	0.0544348	0	0.0600006	8.86104e-05	0	0	0.914864	0.825427	0	0	0.763877	0.0359008	0.921747	0.917243	7.23098e-05	0.865757	0.304818	0.00164442	5.4945e-06	0.000168252	1.78689e-05	0	4.97107e-07
_D:	0	0	63	"J_K"	""	2	50	2.10853	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0.321351	0	0.835313	0.422972	0.129586	0.91844	0.61743	0	0.729156	0.731655	0	0.000525939	0	0.0837193	0.0062017	0.000423362	0.00237583	0	0.0110155	0.217615	0	0.887384	0.738243	0.880953	6.25991e-06	0.466864	0.818222	0.000499029
_D:	0	0	64	"K_L"	""	2	50	2.82812	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.00130185	0.820321	0.689022	1.42745e-10	0.850546	0.000332695	0.384746	0	0	0.8013	0.840586	3.78754e-06	0	0.000254417	3.08521e-06	0.77113	0.871439	0	0.824557	0.00035161	3.74496e-06	1.35062e-07	0.847477	0.00083691	0.0984906	5.68307e-05	0.818903	0.904989
_D:	0	0	65	"L_G"	""	2	50	2.64346	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.449733	0.579005	0	0.788257	8.15991e-05	0.896864	2.32361e-06	0	0.844627	0	0.00623314	2.03086e-05	9.21937e-08	0.00162601	0.877132	0.115626	0.000103616	0.865967	7.7653e-05	0.000162536	0.00162755	0.879571	0.775852	0.84226	1.87099e-08	0.640718	0	0.023782
