_H:	|batch	|epoch	|trial	$trial_name	$group_name	|phase_no	%minus_cycles	%sse	%ext_rew	%Input_act_m[2:0,0]<2:3,11>	%Input_act_m[2:1,0]	%Input_act_m[2:2,0]	%Input_act_m[2:0,1]	%Input_act_m[2:1,1]	%Input_act_m[2:2,1]	%Input_act_m[2:0,2]	%Input_act_m[2:1,2]	%Input_act_m[2:2,2]	%Input_act_m[2:0,3]	%Input_act_m[2:1,3]	%Input_act_m[2:2,3]	%Input_act_m[2:0,4]	%Input_act_m[2:1,4]	%Input_act_m[2:2,4]	%Input_act_m[2:0,5]	%Input_act_m[2:1,5]	%Input_act_m[2:2,5]	%Input_act_m[2:0,6]	%Input_act_m[2:1,6]	%Input_act_m[2:2,6]	%Input_act_m[2:0,7]	%Input_act_m[2:1,7]	%Input_act_m[2:2,7]	%Input_act_m[2:0,8]	%Input_act_m[2:1,8]	%Input_act_m[2:2,8]	%Input_act_m[2:0,9]	%Input_act_m[2:1,9]	%Input_act_m[2:2,9]	%Input_act_m[2:0,10]	%Input_act_m[2:1,10]	%Input_act_m[2:2,10]	%Hidden_act_m[2:0,0]<2:10,10>	%Hidden_act_m[2:1,0]	%Hidden_act_m[2:2,0]	%Hidden_act_m[2:3,0]	%Hidden_act_m[2:4,0]	%Hidden_act_m[2:5,0]	%Hidden_act_m[2:6,0]	%Hidden_act_m[2:7,0]	%Hidden_act_m[2:8,0]	%Hidden_act_m[2:9,0]	%Hidden_act_m[2:0,1]	%Hidden_act_m[2:1,1]	%Hidden_act_m[2:2,1]	%Hidden_act_m[2:3,1]	%Hidden_act_m[2:4,1]	%Hidden_act_m[2:5,1]	%Hidden_act_m[2:6,1]	%Hidden_act_m[2:7,1]	%Hidden_act_m[2:8,1]	%Hidden_act_m[2:9,1]	%Hidden_act_m[2:0,2]	%Hidden_act_m[2:1,2]	%Hidden_act_m[2:2,2]	%Hidden_act_m[2:3,2]	%Hidden_act_m[2:4,2]	%Hidden_act_m[2:5,2]	%Hidden_act_m[2:6,2]	%Hidden_act_m[2:7,2]	%Hidden_act_m[2:8,2]	%Hidden_act_m[2:9,2]	%Hidden_act_m[2:0,3]	%Hidden_act_m[2:1,3]	%Hidden_act_m[2:2,3]	%Hidden_act_m[2:3,3]	%Hidden_act_m[2:4,3]	%Hidden_act_m[2:5,3]	%Hidden_act_m[2:6,3]	%Hidden_act_m[2:7,3]	%Hidden_act_m[2:8,3]	%Hidden_act_m[2:9,3]	%Hidden_act_m[2:0,4]	%Hidden_act_m[2:1,4]	%Hidden_act_m[2:2,4]	%Hidden_act_m[2:3,4]	%Hidden_act_m[2:4,4]	%Hidden_act_m[2:5,4]	%Hidden_act_m[2:6,4]	%Hidden_act_m[2:7,4]	%Hidden_act_m[2:8,4]	%Hidden_act_m[2:9,4]	%Hidden_act_m[2:0,5]	%Hidden_act_m[2:1,5]	%Hidden_act_m[2:2,5]	%Hidden_act_m[2:3,5]	%Hidden_act_m[2:4,5]	%Hidden_act_m[2:5,5]	%Hidden_act_m[2:6,5]	%Hidden_act_m[2:7,5]	%Hidden_act_m[2:8,5]	%Hidden_act_m[2:9,5]	%Hidden_act_m[2:0,6]	%Hidden_act_m[2:1,6]	%Hidden_act_m[2:2,6]	%Hidden_act_m[2:3,6]	%Hidden_act_m[2:4,6]	%Hidden_act_m[2:5,6]	%Hidden_act_m[2:6,6]	%Hidden_act_m[2:7,6]	%Hidden_act_m[2:8,6]	%Hidden_act_m[2:9,6]	%Hidden_act_m[2:0,7]	%Hidden_act_m[2:1,7]	%Hidden_act_m[2:2,7]	%Hidden_act_m[2:3,7]	%Hidden_act_m[2:4,7]	%Hidden_act_m[2:5,7]	%Hidden_act_m[2:6,7]	%Hidden_act_m[2:7,7]	%Hidden_act_m[2:8,7]	%Hidden_act_m[2:9,7]	%Hidden_act_m[2:0,8]	%Hidden_act_m[2:1,8]	%Hidden_act_m[2:2,8]	%Hidden_act_m[2:3,8]	%Hidden_act_m[2:4,8]	%Hidden_act_m[2:5,8]	%Hidden_act_m[2:6,8]	%Hidden_act_m[2:7,8]	%Hidden_act_m[2:8,8]	%Hidden_act_m[2:9,8]	%Hidden_act_m[2:0,9]	%Hidden_act_m[2:1,9]	%Hidden_act_m[2:2,9]	%Hidden_act_m[2:3,9]	%Hidden_act_m[2:4,9]	%Hidden_act_m[2:5,9]	%Hidden_act_m[2:6,9]	%Hidden_act_m[2:7,9]	%Hidden_act_m[2:8,9]	%Hidden_act_m[2:9,9]	%Output_act_m[2:0,0]<2:3,11>	%Output_act_m[2:1,0]	%Output_act_m[2:2,0]	%Output_act_m[2:0,1]	%Output_act_m[2:1,1]	%Output_act_m[2:2,1]	%Output_act_m[2:0,2]	%Output_act_m[2:1,2]	%Output_act_m[2:2,2]	%Output_act_m[2:0,3]	%Output_act_m[2:1,3]	%Output_act_m[2:2,3]	%Output_act_m[2:0,4]	%Output_act_m[2:1,4]	%Output_act_m[2:2,4]	%Output_act_m[2:0,5]	%Output_act_m[2:1,5]	%Output_act_m[2:2,5]	%Output_act_m[2:0,6]	%Output_act_m[2:1,6]	%Output_act_m[2:2,6]	%Output_act_m[2:0,7]	%Output_act_m[2:1,7]	%Output_act_m[2:2,7]	%Output_act_m[2:0,8]	%Output_act_m[2:1,8]	%Output_act_m[2:2,8]	%Output_act_m[2:0,9]	%Output_act_m[2:1,9]	%Output_act_m[2:2,9]	%Output_act_m[2:0,10]	%Output_act_m[2:1,10]	%Output_act_m[2:2,10]	%Voice__act_m[2:0,0]<2:2,1>	%Voice__act_m[2:1,0]	%transi_act_m[2:0,0]<2:1,1>
_D:	0	0	14	"L_D"	""	2	50	10.8742	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.405627	0.40555	0.402814	0.405871	0.40486	0.40526	0.958319	0.401862	0.397444	0.403951	0.543436	0.403967	0.5751	0.405576	0.40308	0.397156	0.401889	0.403519	0.397568	0.402397	0.406256	0.406374	0.399536	0.397391	0.403951	0.406473	0.403505	0.577775	0.401429	0.402336	0.576224	0.412122	0.406567	0.403699	0.403215	0.40711	0.403593	0.405586	0.676474	0.405725	0.40393	0.405802	0.400705	0.403945	0.406805	0.952999	0.404217	0.406999	0.404627	0.95077	0.405906	0.404066	0.403807	0.406666	0.405156	0.406855	0.404364	0.399106	0.405967	0.405092	0.403303	0.68367	0.403564	0.777354	0.405151	0.40278	0.397591	0.403958	0.404676	0.974893	0.677463	0.534197	0.405933	0.404536	0.402523	0.408061	0.409287	0.420352	0.405087	0.469137	0.401746	0.476761	0.406832	0.405916	0.40449	0.408257	0.403091	0.405395	0.405493	0.878793	0.403213	0.405086	0.406453	0.405743	0.403825	0.405422	0.406973	0.391039	0.404367	0.41828	0.582313	0.582946	0.582725	0.582675	0.583485	0.583541	0.583264	0.582922	0.583643	0.581933	0.583644	0.583905	0.58338	0.583583	0.584472	0.58172	0.583028	0.583255	0.582066	0.579907	0.584484	0.582254	0.581839	0.583319	0.583845	0.582545	0.583263	0.583738	0.583087	0.583957	0.581212	0.583572	0.581157	0	0	0
_D:	0	0	15	"D_E"	""	2	50	9.51714	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47106	0.404429	0.873929	0.575015	0.40285	0.40556	0.405677	0.403121	0.399782	0.402497	0.575578	0.411661	0.405915	0.405103	0.410582	0.398992	0.40121	0.947936	0.398029	0.412897	0.406154	0.440032	0.401715	0.398064	0.404141	0.406133	0.40228	0.405736	0.467298	0.950122	0.405894	0.4044	0.406168	0.402518	0.403606	0.405224	0.404508	0.95523	0.92361	0.405078	0.415933	0.405663	0.401772	0.784364	0.405737	0.404616	0.404918	0.578293	0.928326	0.405109	0.405997	0.40436	0.468567	0.40652	0.405387	0.405114	0.404039	0.39981	0.404962	0.405393	0.402384	0.404884	0.960741	0.419535	0.403871	0.409396	0.892337	0.403011	0.571061	0.405513	0.403909	0.404538	0.542303	0.403566	0.431415	0.406876	0.402807	0.405189	0.404331	0.677177	0.402469	0.405317	0.406584	0.407506	0.683882	0.403141	0.401471	0.404693	0.405818	0.404669	0.407792	0.404712	0.577415	0.405607	0.402923	0.40516	0.406428	0.39396	0.403151	0.404246	0.582536	0.583297	0.582753	0.582805	0.583291	0.583252	0.582862	0.582964	0.583476	0.581859	0.583722	0.583894	0.583332	0.583349	0.58455	0.581591	0.582933	0.582955	0.582108	0.404868	0.584247	0.582395	0.405774	0.407622	0.583784	0.582254	0.582965	0.583762	0.407327	0.584102	0.581526	0.583436	0.581488	0	0	0
_D:	0	0	16	"E_F"	""	2	50	2.3753	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.578044	0.577756	0.574422	0.578829	0.576943	0.580367	0.580042	0.575273	0.56697	0.79317	0.578309	0.575309	0.578597	0.578342	0.574992	0.567931	0.566711	0.574066	0.565557	0.572278	0.578505	0.579563	0.567923	0.566372	0.576409	0.580059	0.574372	0.585295	0.572124	0.587467	0.580781	0.57764	0.580742	0.576678	0.599518	0.578053	0.577069	0.983109	0.574945	0.57746	0.572661	0.576939	0.575645	0.577435	0.579813	0.57808	0.576067	0.406263	0.579149	0.576456	0.578325	0.576985	0.574438	0.580401	0.577768	0.577583	0.574998	0.57002	0.577571	0.577584	0.575279	0.578154	0.574775	0.578306	0.575349	0.575364	0.547993	0.575622	0.578902	0.579098	0.602934	0.57687	0.579471	0.575238	0.571714	0.581036	0.574617	0.578743	0.576376	0.58972	0.57528	0.579343	0.580246	0.579838	0.577659	0.579349	0.573257	0.579233	0.580174	0.576975	0.572288	0.578739	0.581237	0.578005	0.57564	0.981139	0.580199	0.556837	0.574521	0.575212	0.407352	0.407815	0.58076	0.581404	0.408374	0.408054	0.40783	0.407743	0.408194	0.407068	0.408344	0.408451	0.407868	0.408108	0.583306	0.406994	0.407693	0.407941	0.579557	0.405728	0.408829	0.580169	0.406804	0.407773	0.408284	0.580395	0.407935	0.408294	0.407962	0.408476	0.406415	0.408206	0.406709	0	0	0
_D:	0	0	17	"F_M"	""	2	50	10.891	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.980521	0.404756	0.930229	0.572902	0.875941	0.572724	0.575414	0.937615	0.535804	0.929255	0.575004	0.772522	0.5742	0.573492	0.402472	0.403805	0.545677	0.970175	0.44073	0.545371	0.405839	0.475068	0.531704	0.424044	0.926195	0.406482	0.940738	0.787781	0.948789	0.474341	0.576244	0.546301	0.576006	0.402661	0.424206	0.584368	0.872562	0.975363	0.973517	0.572861	0.480669	0.404998	0.965612	0.974444	0.577052	0.404048	0.437946	0.57688	0.97713	0.404212	0.575211	0.404416	0.695724	0.576639	0.545354	0.42163	0.403728	0.40282	0.581928	0.573398	0.969471	0.573538	0.921128	0.878346	0.571557	0.401996	0.410877	0.869165	0.404191	0.572897	0.921836	0.403483	0.57549	0.403681	0.682451	0.577992	0.953342	0.977872	0.572558	0.412818	0.674278	0.694319	0.406437	0.574451	0.571569	0.475515	0.964139	0.571541	0.976817	0.581978	0.693379	0.593152	0.578449	0.980965	0.402696	0.404139	0.578551	0.407111	0.956944	0.547207	0.583133	0.583858	0.583224	0.583563	0.584068	0.584065	0.583246	0.583595	0.584156	0.582182	0.584117	0.584388	0.5839	0.583912	0.584886	0.582832	0.583304	0.583413	0.582649	0.580391	0.584681	0.582416	0.581201	0.583781	0.584234	0.582915	0.583397	0.584159	0.583709	0.584556	0.582159	0.584159	0.582135	0	0	0
_D:	0	0	18	"M_N"	""	2	50	5.76902	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.575928	0.576125	0.573765	0.57708	0.572169	0.578161	0.578185	0.570113	0.565442	0.567077	0.57758	0.978998	0.582506	0.578884	0.572383	0.556319	0.561678	0.97537	0.567922	0.56898	0.577649	0.578375	0.968794	0.836703	0.577737	0.982272	0.975667	0.576632	0.959586	0.952352	0.405349	0.841798	0.57661	0.569932	0.970856	0.784396	0.572601	0.574064	0.676294	0.577933	0.569865	0.577124	0.597879	0.573992	0.577919	0.572677	0.576716	0.580166	0.573866	0.575031	0.578114	0.576974	0.57145	0.578498	0.576714	0.576163	0.575675	0.96517	0.979247	0.577978	0.975317	0.576325	0.975635	0.572956	0.576991	0.575438	0.939857	0.577316	0.573856	0.576743	0.589033	0.574663	0.405152	0.574559	0.571123	0.580899	0.571081	0.5725	0.574863	0.573869	0.957334	0.576618	0.578675	0.577358	0.576555	0.56684	0.577847	0.574851	0.40497	0.576527	0.945453	0.57569	0.406125	0.574913	0.570284	0.966931	0.579507	0.535587	0.57459	0.574361	0.407604	0.582087	0.581685	0.58231	0.583264	0.408502	0.581787	0.582072	0.582856	0.406971	0.408699	0.408798	0.408253	0.408164	0.409198	0.407042	0.581794	0.582371	0.407366	0.578512	0.5838	0.407376	0.58062	0.582473	0.40848	0.407582	0.407871	0.408612	0.582865	0.408874	0.579916	0.582849	0.406981	0	0	0
_D:	0	0	19	"N_O"	""	2	50	10.5065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.405202	0.404703	0.401777	0.405788	0.403615	0.405431	0.405959	0.713296	0.955317	0.400526	0.405447	0.403179	0.405159	0.404869	0.401993	0.421802	0.398082	0.405201	0.398448	0.938437	0.406244	0.405998	0.42364	0.399854	0.404459	0.406019	0.400557	0.40454	0.401856	0.447529	0.405346	0.402495	0.405975	0.412607	0.396363	0.405083	0.402858	0.404364	0.404249	0.405576	0.405522	0.404105	0.444623	0.410448	0.406535	0.403038	0.403064	0.406855	0.404773	0.407296	0.40626	0.404457	0.911405	0.406517	0.40552	0.406448	0.404403	0.396185	0.404043	0.404727	0.413856	0.404878	0.710689	0.404094	0.403723	0.40006	0.400788	0.402908	0.411712	0.405831	0.401965	0.403725	0.405052	0.404799	0.397133	0.40697	0.400751	0.404324	0.403841	0.402131	0.402831	0.405015	0.406685	0.405625	0.40501	0.403211	0.909915	0.405102	0.405709	0.4049	0.401482	0.405706	0.406564	0.40452	0.401052	0.404828	0.406585	0.391608	0.406544	0.401942	0.581755	0.582576	0.581886	0.582328	0.582989	0.58299	0.582381	0.406841	0.582994	0.581145	0.583198	0.583344	0.582856	0.583035	0.584021	0.58128	0.582204	0.582429	0.581087	0.578719	0.583843	0.58138	0.580474	0.582398	0.583143	0.581651	0.582379	0.583158	0.582448	0.583291	0.580473	0.58278	0.580544	0	0	0
_D:	0	0	20	"O_M"	""	2	50	2.38323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.579445	0.576919	0.959667	0.577177	0.575539	0.577107	0.579757	0.977543	0.593301	0.96329	0.578742	0.576086	0.579449	0.578711	0.573614	0.588994	0.567644	0.581401	0.57503	0.591742	0.578096	0.578266	0.566799	0.561711	0.958307	0.578538	0.96102	0.979147	0.575406	0.942492	0.578385	0.978652	0.578453	0.572882	0.959713	0.586761	0.601297	0.578753	0.925992	0.578456	0.570487	0.576828	0.565834	0.978485	0.579003	0.600555	0.576611	0.579551	0.573954	0.928194	0.58953	0.794219	0.570106	0.579187	0.887824	0.79567	0.573661	0.570891	0.576136	0.577428	0.574107	0.577466	0.963487	0.576578	0.575193	0.57002	0.950934	0.573634	0.578159	0.578005	0.577201	0.576424	0.577959	0.592745	0.574286	0.580567	0.966083	0.575831	0.578266	0.57515	0.569616	0.578403	0.579436	0.580029	0.577128	0.570746	0.692547	0.953913	0.595183	0.952328	0.571625	0.580754	0.580317	0.577012	0.571637	0.929212	0.580364	0.550076	0.571069	0.573595	0.407417	0.408005	0.407523	0.408099	0.408513	0.408459	0.408016	0.582628	0.408272	0.406923	0.408577	0.408485	0.408092	0.40839	0.409188	0.406944	0.407783	0.40799	0.58177	0.405645	0.408858	0.406983	0.580615	0.408313	0.583135	0.581711	0.407966	0.408492	0.582598	0.408522	0.406639	0.408358	0.407009	0	0	0
_D:	0	0	21	"M_N"	""	2	50	4.0796	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.575185	0.576486	0.785272	0.57735	0.879243	0.577982	0.577613	0.597281	0.939884	0.582732	0.577552	0.977154	0.579218	0.578683	0.959666	0.553568	0.562422	0.575712	0.591228	0.569188	0.577126	0.577712	0.96173	0.547746	0.576293	0.580237	0.972754	0.886485	0.973647	0.958253	0.579119	0.641445	0.576459	0.570491	0.967233	0.978001	0.927783	0.573139	0.976752	0.576692	0.578994	0.956532	0.574305	0.968009	0.577696	0.879535	0.575781	0.57985	0.573219	0.574962	0.583131	0.57639	0.573363	0.578233	0.576235	0.575512	0.953148	0.959643	0.57852	0.577625	0.949115	0.576447	0.576243	0.94969	0.577029	0.573798	0.899819	0.977274	0.572985	0.576664	0.575423	0.573441	0.983387	0.573861	0.947223	0.580999	0.570615	0.5726	0.574402	0.573577	0.970946	0.585002	0.578243	0.576538	0.575372	0.566057	0.956085	0.951975	0.581618	0.977399	0.785959	0.575309	0.581072	0.575303	0.943656	0.975537	0.578977	0.530788	0.604523	0.607611	0.407672	0.407916	0.582267	0.582865	0.583685	0.408576	0.58286	0.582859	0.408558	0.407237	0.408713	0.408911	0.408491	0.408484	0.409289	0.406939	0.407729	0.408141	0.407325	0.579821	0.584048	0.407287	0.581232	0.583304	0.408529	0.4078	0.40824	0.408651	0.408069	0.408876	0.581293	0.408236	0.580968	0	0	0
_D:	0	0	22	"N_O"	""	2	50	7.51536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.548703	0.690171	0.95238	0.97947	0.965098	0.977418	0.979026	0.957431	0.950431	0.941091	0.954577	0.956032	0.952024	0.96288	0.413178	0.393172	0.919857	0.968227	0.463462	0.953255	0.981039	0.598019	0.763083	0.441102	0.970584	0.43714	0.932215	0.969997	0.559162	0.938076	0.953767	0.40251	0.979827	0.962212	0.595813	0.974171	0.939599	0.438563	0.948718	0.402525	0.952734	0.965961	0.95854	0.567822	0.578078	0.938966	0.958738	0.405425	0.97344	0.968375	0.977768	0.970561	0.436479	0.982723	0.712358	0.944726	0.968911	0.802276	0.957175	0.967236	0.963748	0.542182	0.966824	0.957744	0.966505	0.931838	0.51896	0.958433	0.957674	0.422162	0.944607	0.966391	0.699077	0.402328	0.867748	0.57848	0.939307	0.970991	0.964966	0.428011	0.960484	0.971771	0.982261	0.575288	0.974165	0.962406	0.434565	0.975275	0.575947	0.972585	0.3988	0.421389	0.413174	0.967454	0.468741	0.973711	0.577854	0.378225	0.957797	0.947749	0.408654	0.58426	0.584162	0.584055	0.409307	0.40939	0.584255	0.409099	0.584604	0.583402	0.584813	0.585069	0.409319	0.584954	0.409891	0.583457	0.584288	0.584439	0.408629	0.407051	0.409742	0.583367	0.58309	0.408923	0.584702	0.583677	0.584282	0.584946	0.409142	0.584966	0.582964	0.584484	0.407969	0	0	0
_D:	0	0	23	"O_J"	""	2	50	2.05291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.698215	0.965048	0.691729	0.790256	0.961522	0.954033	0.981575	0.578964	0.566727	0.968699	0.588552	0.583452	0.595908	0.969464	0.962924	0.941346	0.566323	0.580844	0.951915	0.558675	0.586958	0.578104	0.555298	0.557302	0.953039	0.596133	0.963278	0.978219	0.586483	0.950366	0.588704	0.972614	0.576834	0.574344	0.638441	0.971379	0.969154	0.794014	0.579411	0.977228	0.58295	0.970045	0.552	0.97293	0.578384	0.972816	0.649855	0.578905	0.593426	0.588012	0.975501	0.974461	0.57423	0.578397	0.973387	0.596597	0.568479	0.566339	0.929047	0.885449	0.572453	0.972598	0.952436	0.575993	0.572957	0.566568	0.920265	0.959826	0.599278	0.585829	0.57611	0.969872	0.577693	0.966573	0.574701	0.580063	0.96499	0.574043	0.620429	0.968609	0.948941	0.586006	0.935051	0.579563	0.969218	0.566706	0.639119	0.965017	0.980263	0.963869	0.956067	0.981153	0.579519	0.965876	0.586096	0.964852	0.579542	0.532441	0.566981	0.619698	0.407794	0.408524	0.583537	0.408502	0.408981	0.408834	0.408383	0.408253	0.408784	0.407834	0.40908	0.40881	0.408781	0.409017	0.409643	0.407671	0.408441	0.408179	0.40803	0.406515	0.409325	0.407961	0.582693	0.408735	0.584333	0.582957	0.408558	0.409095	0.583881	0.40902	0.40742	0.408916	0.407406	0	0	0
_D:	0	0	24	"J_K"	""	2	50	1.37313	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619856	0.583138	0.947726	0.605789	0.604315	0.577303	0.967419	0.568417	0.957776	0.565496	0.595633	0.604043	0.973863	0.793657	0.969184	0.603858	0.600806	0.968391	0.543853	0.552859	0.577143	0.577753	0.534637	0.554161	0.966363	0.97007	0.605581	0.972865	0.573443	0.588768	0.972722	0.564364	0.93562	0.965485	0.959548	0.574375	0.574402	0.968692	0.963472	0.97312	0.962782	0.970075	0.559336	0.969917	0.579665	0.974867	0.97348	0.579194	0.966677	0.974032	0.57786	0.968148	0.972466	0.578817	0.591735	0.975312	0.969044	0.550131	0.790424	0.978624	0.584123	0.981964	0.966613	0.974185	0.976777	0.648009	0.522399	0.962871	0.976887	0.577401	0.56957	0.562472	0.590103	0.968658	0.554515	0.581013	0.959763	0.969138	0.577185	0.970608	0.954096	0.946193	0.594594	0.577678	0.604693	0.577662	0.955672	0.570718	0.973911	0.968315	0.578686	0.970603	0.583899	0.608424	0.569921	0.5715	0.577787	0.580363	0.967099	0.951913	0.407907	0.408367	0.408263	0.408197	0.40871	0.408862	0.408428	0.4086	0.408866	0.408092	0.408964	0.409018	0.40892	0.585023	0.409601	0.407575	0.408492	0.408629	0.407872	0.406631	0.409269	0.408021	0.407026	0.40849	0.409074	0.583437	0.408624	0.408869	0.408519	0.409109	0.407573	0.58409	0.407279	0	0	0
_D:	0	0	25	"K_L"	""	2	50	10.5588	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.849952	0.975306	0.960387	0.978758	0.975856	0.976063	0.977794	0.420318	0.398623	0.967196	0.979399	0.447393	0.407349	0.974904	0.958322	0.383895	0.425374	0.43329	0.3795	0.958027	0.973003	0.41608	0.417678	0.377246	0.963864	0.982121	0.961094	0.968417	0.392201	0.958249	0.979909	0.962982	0.977009	0.414896	0.373986	0.96982	0.424439	0.97357	0.408764	0.972665	0.399056	0.976464	0.954609	0.900655	0.983943	0.467208	0.403002	0.428389	0.97219	0.969927	0.979401	0.40306	0.41683	0.43921	0.42391	0.429084	0.959122	0.393232	0.97805	0.976279	0.400711	0.978788	0.969432	0.968862	0.970393	0.4119	2.17148e-06	0.403113	0.402101	0.980923	0.398837	0.966071	0.412696	0.427206	0.397106	0.982376	0.399602	0.451505	0.97651	0.967164	0.394971	0.456007	0.981241	0.976363	0.963663	0.400058	0.395999	0.972689	0.431945	0.966208	0.4121	0.975568	0.416271	0.451891	0.653033	0.968796	0.433665	0.417975	0.398377	0.409234	0.582623	0.583692	0.58353	0.58365	0.584002	0.584369	0.583903	0.583702	0.584309	0.582952	0.584207	0.584187	0.584141	0.584411	0.585287	0.582073	0.583686	0.583795	0.583031	0.58091	0.584832	0.583253	0.40822	0.583636	0.583992	0.58325	0.583738	0.584296	0.584016	0.584379	0.581992	0.583961	0.582417	0	0	0
_D:	0	0	26	"L_A"	""	2	50	2.39976	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9728	0.976788	0.569147	0.97632	0.974558	0.973098	0.596494	0.558851	0.522237	0.964027	0.973772	0.96248	0.970848	0.977622	0.957318	0.910704	0.96098	0.949067	0.537759	0.578289	0.581108	0.972759	0.546073	0.925544	0.952798	0.979013	0.96185	0.966754	0.950345	0.94417	0.593694	0.946598	0.980054	0.967194	0.947909	0.960886	0.968459	0.972657	0.562489	0.973116	0.93581	0.977299	0.564284	0.582205	0.57945	0.58005	0.956716	0.595427	0.966545	0.5664	0.976959	0.961321	0.966066	0.601171	0.972714	0.604871	0.569376	0.544377	0.977238	0.969715	0.56919	0.968319	0.95657	0.603676	0.973452	0.958994	0.881084	0.965975	0.968942	0.963405	0.565367	0.557889	0.975986	0.970306	0.57457	0.579755	0.948417	0.576871	0.975142	0.559441	0.946242	0.571481	0.97753	0.577261	0.961147	0.924224	0.574212	0.971596	0.596696	0.561904	0.967096	0.969087	0.974848	0.976779	0.9691	0.96966	0.979433	0.868626	0.967767	0.560834	0.408058	0.408737	0.584301	0.408773	0.409126	0.408907	0.408593	0.408546	0.409071	0.583547	0.584961	0.409344	0.408873	0.409167	0.409779	0.408297	0.408722	0.408714	0.408019	0.406892	0.409484	0.408449	0.407736	0.408678	0.584762	0.40822	0.408585	0.5846	0.584416	0.409258	0.407104	0.408998	0.407656	0	0	0
_D:	0	0	27	"A_B"	""	2	50	1.03359	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.970885	0.970428	0.960981	0.976212	0.961717	0.969577	0.971469	0.962928	0.502861	0.96229	0.979461	0.958638	0.980177	0.978116	0.609963	0.566921	0.958616	0.552805	0.546041	0.546333	0.980008	0.608281	0.542151	0.924786	0.551235	0.975606	0.961829	0.975851	0.953202	0.530035	0.969813	0.555654	0.973086	0.564091	0.635541	0.563153	0.975215	0.969964	0.966816	0.615622	0.570422	0.975666	0.571098	0.563664	0.982936	0.965724	0.968488	0.591502	0.966171	0.963754	0.969368	0.574602	0.962891	0.982799	0.9716	0.96951	0.556666	0.594499	0.973276	0.971656	0.955626	0.96724	0.966679	0.58876	0.596385	0.963998	0.531142	0.602038	0.971299	0.978234	0.962682	0.949756	0.967115	0.969917	0.956827	0.60191	0.56181	0.971914	0.971908	0.966564	0.946472	0.973409	0.968824	0.977159	0.971247	0.57	0.584797	0.967685	0.973342	0.58718	0.96323	0.966739	0.95728	0.969703	0.585692	0.569648	0.970932	0.472724	0.811896	0.967258	0.408124	0.408866	0.408509	0.408635	0.409115	0.409011	0.408666	0.408698	0.584662	0.408335	0.40937	0.409268	0.409154	0.409196	0.409704	0.408138	0.408548	0.408861	0.408322	0.407042	0.585077	0.408376	0.407782	0.40863	0.408973	0.408275	0.408794	0.40917	0.408948	0.409267	0.407691	0.409048	0.407655	0	0	0
